candidate,stage,covariate,mean_broad,mean_specialized,smd,source_artifact
primary_leaves_63,raw,lead_country=CF,1.1063581098978051e-05,7.889200561009818e-06,-0.0010311922050146,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=CG,5.011151438948882e-05,3.3748246844319774e-05,-0.0025270723166414,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=CH,0.0056886330815392,0.0070713534361851,0.0173672259972036,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=CI,0.0002219224208677,0.0001297335203366,-0.0069530517559786,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=CL,0.0018508720379702,0.0021086079943899,0.0057983319698861,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=CM,0.0007139263803281,0.0004720371669004,-0.0099364211891225,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=CN,0.1235151209867673,0.1253392356241234,0.0055264980852189,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=CO,0.0016419655948659,0.0016076437587657,-0.0008521637993336,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=CR,0.0001366677665167,0.0001586605890603,0.0018099877655468,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=CU,0.0002707323374808,0.0002051192145862,-0.00425424615565,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=CV,4.555592217226256e-06,4.821178120617111e-06,0.0001226575815046,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=CW,1.4968374428029127e-05,8.32748948106592e-06,-0.0019458272387881,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=CY,0.0006247669326481,0.0004943899018232,-0.005513073765635,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=CZ,0.0044384484173547,0.0038735974754558,-0.0087801800819825,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=DE,0.021462045734241,0.0281705820476858,0.043133718780315,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=DJ,5.206391105401435e-06,3.944600280504909e-06,-0.0005898876477339,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=DK,0.0031459618254388,0.0049995617110799,0.0291074174453154,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=DM,9.111184434452512e-06,7.012622720897616e-06,-0.0007391025927331,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=DO,3.18891455205838e-05,3.0241935483870968e-05,-0.0002955400029927,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=DZ,0.0019641110445126,0.0016676893408134,-0.0069624376572668,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=EC,0.0004425432439591,0.0003650946704067,-0.0038548597726756,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=EE,0.0004008921151159,0.0003883239831697,-0.0006328102256395,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=EG,0.0102819716342796,0.0069832573632538,-0.0356636055804718,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=ER,1.7571569980729845e-05,1.0080645161290324e-05,-0.0020145993770476,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=ES,0.0129626122546732,0.0161040497896213,0.0262519933334035,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=ET,0.0015807904993775,0.0009738779803646,-0.0169928819776912,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=FI,0.0023187964385681,0.003328366058906,0.0190269764808806,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=FJ,5.792110104759097e-05,4.6896914446002806e-05,-0.0015228428681299,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=FK,1.3015977763503588e-06,3.506311360448808e-06,0.0014219675373853,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=FM,0.0,8.76577840112202e-07,0.0013240684336555,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=FO,1.1063581098978051e-05,4.821178120617111e-06,-0.0022150241818966,results/qss_v3/balance.csv
