source_macro,target_macro,raw_edges_broad,raw_edges_specialized,ipw_edges_broad,ipw_edges_specialized,rate_broad,rate_specialized,row_share_broad,row_share_specialized,row_share_difference,standardized_share_broad,standardized_share_specialized,standardized_share_difference,pooled_standardized_share,plot_edge,source_domain,citing_domain
0,10,16034,27262,40605.95836794376,46493.92738413811,0.2799802909723851,0.2985087158744179,0.0484357960620587,0.0480944994704117,-0.0003412965916469,0.0018207979182177,0.0018079679004604,-1.2830017757308994e-05,0.0018143829093391,True,"Business, economics & policy",Social behavior & violence
0,11,2551,2697,5879.9032373428345,4963.0169069767,0.0405422525522842,0.0318644581586814,0.0070136946772178,0.0051338707533162,-0.0018798239239016,0.000263658733944,0.0001929924134633,-7.066632048063199e-05,0.0002283255737037,False,"Business, economics & policy",Mental health & cognition
0,12,27512,45596,72375.02077531815,76178.7518786192,0.4990297037737941,0.489096591310127,0.0863307230553635,0.0788012359466285,-0.0075294871087349,0.0032453436011671,0.0029622952037532,-0.0002830483974138,0.0031038194024602,True,"Business, economics & policy",Computing & networks
0,13,1365,3030,3433.316871523857,5305.434997081757,0.0236729065222239,0.034062912669201,0.0040953456706697,0.0054880767234239,0.0013927310527542,0.0001539521898635,0.0002063077204352,5.235553057170706e-05,0.0001801299551493,False,"Business, economics & policy",Marine ecology & paleoscience
0,14,205,198,625.5260581970215,397.8276128768921,0.0043130361854252,0.0025542047433011,0.000746143024425,0.0004115229879106,-0.0003346200365143,2.8049000450516173e-05,1.546996768106127e-05,-1.2579032769454904e-05,2.175948406578872e-05,False,"Business, economics & policy",Immune & inflammatory disease
0,15,296,255,528.7974560260773,461.9118299484253,0.0036460872136567,0.0029656498162843,0.0006307627443768,0.0004778133298416,-0.0001529494145351,2.3711626219151923e-05,1.7961953493191198e-05,-5.7496727259607245e-06,2.083678985617156e-05,False,"Business, economics & policy",Cardiovascular medicine
0,16,8898,11941,21578.880192756653,21581.21133649349,0.1487875523212823,0.1385595935969246,0.025739824456134,0.0223241531871092,-0.0034156712690248,0.0009676112007113,0.0008392093235544,-0.0001284018771568,0.0009034102621329,False,"Business, economics & policy",Public health & care delivery
0,17,245,271,462.49892377853394,474.76045966148376,0.0031889552287024,0.0030481429110212,0.0005516802078175,0.0004911042787826,-6.057592903488255e-05,2.0738756365832105e-05,1.846158670107626e-05,-2.2771696647558423e-06,1.960017153345418e-05,False,"Business, economics & policy",Surgical specialties
0,18,2181,4438,5723.146211385727,8136.05592417717,0.0394614043343516,0.0522365767499595,0.0068267110017741,0.0084161429105271,0.001589431908753,0.0002566296456525,0.0003163795526613,5.97499070088259e-05,0.0002865045991569,False,"Business, economics & policy",Editorial & miscellaneous records
0,19,72,100,332.4460005760193,192.54684400558472,0.0022922332513486,0.0012362240486784,0.0003965498496461,0.0001991753462886,-0.0001973745033575,1.4907097630442831e-05,7.487397449152176e-06,-7.419700181290657e-06,1.1197247539797504e-05,False,"Business, economics & policy",Synthetic chemistry
0,20,781,932,2045.347585082054,1695.0746479034424,0.0141027828187653,0.0108830246211801,0.0024397414194579,0.0017534282720911,-0.0006863131473668,9.17147328774574e-05,6.591485651391224e-05,-2.579987636354517e-05,7.881479469568482e-05,False,"Business, economics & policy",Civil & structural engineering
0,21,283,237,576.9380623102188,414.75536584854126,0.0039780193117219,0.002662887362441,0.0006881860556838,0.0004290334855635,-0.0002591525701203,2.587028271260644e-05,1.6128222118179585e-05,-9.742060594426857e-06,2.099925241539301e-05,False,"Business, economics & policy",Metallurgy & alloys
0,22,1096,832,2303.4199476242065,1662.5019592046738,0.0158822057916639,0.0106738955580293,0.0027475765457239,0.0017197342555278,-0.001027842290196,0.0001032868675924,6.464823141011092e-05,-3.8638636182365257e-05,8.396754950129354e-05,False,"Business, economics & policy",Mathematics & theoretical physics
0,23,1443,1326,3305.959833741188,2672.287694454193,0.0227947728214337,0.0171571044435079,0.0039434310316108,0.0027642822694639,-0.0011791487621469,0.000148241416406,0.0001039148689774,-4.432654742858515e-05,0.0001260781426917,False,"Business, economics & policy",Ecology & taxonomy
0,24,1186,1345,2692.8736436367035,2385.490504026413,0.0185675102029478,0.0153157572859822,0.0032121265909352,0.0024676119707992,-0.0007445146201359,0.0001207502278342,9.276244234003675e-05,-2.798778549421061e-05,0.0001067563350871,False,"Business, economics & policy","Astronomy, optics & imaging"
0,25,373,414,780.9431489706039,804.4225237369537,0.0053846454774058,0.0051646988777097,0.0009315283918889,0.0008321150915517,-9.94133003372078e-05,3.501800516582906e-05,3.128086146192003e-05,-3.737143703909024e-06,3.3149433313874545e-05,False,"Business, economics & policy",Orthopaedics & sports medicine
0,26,13765,20189,37048.5829603672,33820.8642206192,0.2554519940981614,0.2171428252306425,0.0441924702871501,0.0349851610277683,-0.0092073092593818,0.0016612828618868,0.0013151617924531,-0.0003461210694336,0.0014882223271699,True,"Business, economics & policy","Climate, land & agriculture"
0,27,433,344,898.9791203737259,603.124383687973,0.0061985099186585,0.0038722881764698,0.0010723246313734,0.0006238871823456,-0.0004484374490277,4.031081586760239e-05,2.345316016613509e-05,-1.68576557014673e-05,3.188198801686874e-05,False,"Business, economics & policy",Oncology
