id,qwen_macro,journal_id,scope_group,umap_x,umap_y
https://openalex.org/W2962813504,0,https://openalex.org/S2713501,2,-2.0109143,4.426085
https://openalex.org/W1834216837,0,https://openalex.org/S12726761,2,5.5960927,-1.2067808
https://openalex.org/W3105956926,0,https://openalex.org/S4210222123,2,-2.4330516,4.2264595
https://openalex.org/W4254796463,0,https://openalex.org/S51184730,2,-2.163983,4.347188
https://openalex.org/W4229966659,0,https://openalex.org/S4210171406,1,-1.8963498,4.424859
https://openalex.org/W2792481977,0,https://openalex.org/S143995394,1,-2.3189676,4.2979536
https://openalex.org/W2606783435,0,https://openalex.org/S186558940,1,-2.064065,3.7386458
https://openalex.org/W2791055108,0,https://openalex.org/S2764662733,1,-2.2976823,3.9777699
https://openalex.org/W2899267677,0,https://openalex.org/S112345165,1,-1.8415378,4.390905
https://openalex.org/W3113256400,0,https://openalex.org/S23642417,2,-2.0569966,4.162155
https://openalex.org/W2981012375,0,https://openalex.org/S4210223401,1,-2.1443954,3.8974833
https://openalex.org/W2897613350,0,https://openalex.org/S2764516016,2,-2.143867,4.3737907
https://openalex.org/W2569987299,0,https://openalex.org/S60253729,1,-2.3855333,4.213691
https://openalex.org/W2995080710,0,https://openalex.org/S38024979,2,-2.3339536,4.2564564
https://openalex.org/W2948147860,0,https://openalex.org/S126564611,2,-2.8016315,3.949774
https://openalex.org/W2911692815,0,https://openalex.org/S2764640640,2,-2.5531044,4.0350432
https://openalex.org/W2996796461,0,https://openalex.org/S128978809,1,-2.747769,4.1662
https://openalex.org/W2772609425,0,https://openalex.org/S152282257,2,-2.572308,4.3135734
https://openalex.org/W2265896079,0,https://openalex.org/S145507837,2,-2.3234348,4.355585
https://openalex.org/W2811395077,0,https://openalex.org/S4210171628,0,-2.6461275,4.18456
https://openalex.org/W4248328346,0,https://openalex.org/S4210206870,2,-2.524849,4.447632
https://openalex.org/W2260020669,0,https://openalex.org/S137192870,0,-2.1648986,3.2441802
https://openalex.org/W2286795403,0,https://openalex.org/S36178057,0,-2.3835542,4.7524786
https://openalex.org/W2907549432,0,https://openalex.org/S2737435106,2,-2.5452614,3.9006755
https://openalex.org/W4288921247,0,https://openalex.org/S4393919075,2,-1.6347351,4.171342
https://openalex.org/W2619610779,0,https://openalex.org/S4210187311,0,-2.6211808,4.0577087
https://openalex.org/W3096487702,0,https://openalex.org/S3030835295,2,-2.665707,3.954444
https://openalex.org/W2804075862,0,https://openalex.org/S141184754,2,-2.6088066,4.15112
https://openalex.org/W2908302113,0,https://openalex.org/S2764805207,2,-1.8617197,4.40727
https://openalex.org/W2403877541,0,https://openalex.org/S39476178,1,-2.365824,4.140054
https://openalex.org/W1597791714,0,https://openalex.org/S4210230633,0,-2.621234,4.1654596
https://openalex.org/W2502952125,0,https://openalex.org/S2764751271,0,-2.0030692,3.5288866
https://openalex.org/W2980348293,0,https://openalex.org/S4210202797,0,-2.517893,3.8706837
https://openalex.org/W4242309961,0,https://openalex.org/S2764746358,0,-2.0415633,4.3287845
https://openalex.org/W2921056630,0,https://openalex.org/S92522684,2,-2.233914,3.8488188
https://openalex.org/W1775203548,0,https://openalex.org/S18051569,1,-2.3132796,3.7561808
https://openalex.org/W2789293276,0,https://openalex.org/S2898565713,2,-2.2163682,4.6612186
https://openalex.org/W2907721460,0,https://openalex.org/S194011547,1,-2.570615,4.02999
https://openalex.org/W2054395487,0,https://openalex.org/S27001385,2,-2.268929,4.5280786
https://openalex.org/W2613476389,0,https://openalex.org/S4210223487,2,-2.2014227,4.3631024
https://openalex.org/W4240511767,0,https://openalex.org/S4210240710,0,-2.277026,3.592028
https://openalex.org/W2889780707,0,https://openalex.org/S2765043562,1,-2.3709102,3.8098693
https://openalex.org/W3123378772,0,https://openalex.org/S127459061,1,-2.74831,4.2854466
https://openalex.org/W2941140716,0,https://openalex.org/S4210200385,0,-2.043711,4.4899654
https://openalex.org/W2809597102,0,https://openalex.org/S4210206230,0,-2.7297578,4.4716673
https://openalex.org/W2787973955,0,https://openalex.org/S4210186093,2,-2.3776517,3.771789
https://openalex.org/W2696791542,0,https://openalex.org/S4210223487,2,-2.0922334,4.3406444
https://openalex.org/W2902327428,0,https://openalex.org/S176330965,2,-2.1964478,4.4399285
https://openalex.org/W3047464238,0,https://openalex.org/S4210177211,2,-2.4547875,4.2769775
https://openalex.org/W2759182756,0,https://openalex.org/S10134376,2,-2.1948392,3.893372
https://openalex.org/W3021226339,0,https://openalex.org/S25359449,0,-2.395562,3.7226167
https://openalex.org/W2562716908,0,https://openalex.org/S2798341630,2,-2.341125,4.063707
https://openalex.org/W2916472338,0,https://openalex.org/S4210174049,2,-2.3383899,3.8010905
https://openalex.org/W3000617922,0,https://openalex.org/S17594912,2,-2.8163776,3.8414724
https://openalex.org/W3048058669,0,https://openalex.org/S87438066,2,-2.1765141,3.6552696
https://openalex.org/W3143605593,0,https://openalex.org/S4220651072,0,-2.312144,4.4998093
https://openalex.org/W4250969367,0,https://openalex.org/S2736107020,1,-2.83474,3.941765
https://openalex.org/W3035410495,0,https://openalex.org/S4210190715,2,-2.5538836,4.050953
https://openalex.org/W3119445314,0,https://openalex.org/S4210205544,2,-2.8291173,3.9763393
https://openalex.org/W3015528996,0,https://openalex.org/S2764988421,1,-1.8912406,4.133634
https://openalex.org/W2966677946,0,https://openalex.org/S123849394,1,-1.6581517,3.9685156
https://openalex.org/W2761287882,0,https://openalex.org/S13144211,0,-2.1798525,4.585213
https://openalex.org/W2560064164,0,https://openalex.org/S126386119,2,-2.6106005,4.0736885
https://openalex.org/W2762928842,0,https://openalex.org/S137832324,0,-1.7429276,4.0351863
https://openalex.org/W2332125993,0,https://openalex.org/S6596815,1,-2.0640714,4.088934
https://openalex.org/W4242110514,0,https://openalex.org/S4306514080,0,-2.328463,4.2098155
https://openalex.org/W2555267845,0,https://openalex.org/S2764743394,2,-2.4218867,3.9075184
https://openalex.org/W2954055166,0,https://openalex.org/S50293974,2,-2.1815119,3.6704612
https://openalex.org/W2921827833,0,https://openalex.org/S87561820,0,-2.4621923,3.9401014
https://openalex.org/W3016155439,0,https://openalex.org/S4210235557,2,-2.3748171,3.7583818
