metric,expected_specialized_direction,broad,specialized,contrast_specialized_minus_broad,se,ci_low,ci_high,bootstrap_ci_low,bootstrap_ci_high,null_broad,null_specialized,direction_concordant
directed_modularity,higher,0.4822316096054626,0.5110234324929737,0.028791822887511,0.0048645477742559,0.0192573092499693,0.0383263365250526,0.0199633611454285,0.0385819122736605,0.0,0.0,True
audience_participation,lower,0.7174659706838407,0.6833532819041066,-0.034112688779734,0.0053836337481947,-0.0446646109261958,-0.0235607666332723,-0.0455331934133267,-0.0248807324851331,0.9948283236258292,0.9948721908714748,True
semantic_span,lower,0.1254745264614346,0.1162321161022255,-0.009242410359209,0.0011711100901302,-0.0115377861358642,-0.0069470345825537,-0.011274243376555,-0.0067826897561109,0.3229732459202104,0.3259395491850695,True
