qwen_macro,publication_year,n,n_broad,n_specialized,journals,status,estimate,se,ci_low,ci_high,bootstrap_ci_low,bootstrap_ci_high,far_near_broad,far_near_specialized,display_label,p_value,q_value_bh
20,2020,19546,7788,11758,2104,estimated,-0.34634762208542824,0.13662241904208305,-0.6141275634079111,-0.07856768076294546,-0.5986076818540185,-0.10900960876266402,1.3046972318484222,0.9227687528671424,Civil & structural engineering,0.011242432667135845,0.12455712203020827
21,2015,14069,4616,9453,1225,not_estimable,,,,,,,,,Metallurgy & alloys,,
21,2016,13580,4479,9101,1251,not_estimable,,,,,,,,,Metallurgy & alloys,,
21,2017,14112,5047,9065,1367,estimated,-0.41152359457377785,0.16610985503786263,-0.7370989104479886,-0.08594827869956712,-0.6969858592991912,-0.10925576443439472,1.1920007240042836,0.7898672239905055,Metallurgy & alloys,0.013233670292625272,0.12479990180481255
21,2018,15303,5716,9587,1387,estimated,-0.37531289462125283,0.14275089676197625,-0.6551046522747263,-0.09552113696777942,-0.6328060721684111,-0.11748937906268399,1.4073716226205082,0.966968820819243,Metallurgy & alloys,0.008559969802421272,0.12455712203020827
21,2019,15718,5823,9895,1467,estimated,-0.10834326531282312,0.13233206869168188,-0.3677141199485196,0.15102758932287336,-0.36080842810044994,0.1440848222199759,1.228528694984238,1.1023827848981052,Metallurgy & alloys,0.41294465638858,0.7609317263789565
21,2020,15262,5798,9464,1527,estimated,0.07768400763347794,0.11644368364432982,-0.1505456123094085,0.30591362757636437,-0.16133600722042507,0.2789436719236235,1.3480960017297763,1.4569966609606158,Metallurgy & alloys,0.5046839816670141,0.8532801339524774
22,2015,13885,5826,8059,1099,estimated,0.12812252081006315,0.3513350795320975,-0.560494235072848,0.8167392766929743,-0.5853565412726486,0.8711795307429849,0.4617720389349882,0.5248927037528519,Mathematics & theoretical physics,0.7153552959087413,0.9024482194541044
22,2016,13094,5782,7312,1114,estimated,0.3459912784568808,0.44470818473911583,-0.5256367636317862,1.217619320545548,-0.5331608867935909,1.2245482754225205,0.4428116455042404,0.6258656795319091,Mathematics & theoretical physics,0.4365579961673962,0.7867638612247579
22,2017,14191,5995,8196,1129,estimated,0.06830268872744738,0.23969026290624307,-0.401490226568789,0.5380956040236837,-0.38617454362659204,0.5592803809991248,0.5990285846265263,0.6413735229283428,Mathematics & theoretical physics,0.7756730247781918,0.9505531091190015
22,2018,14094,6307,7787,1187,estimated,0.1754746932794765,0.32556960590899536,-0.4626417343021544,0.8135911208611074,-0.42749132015346814,0.7911806844331547,0.5793316523888661,0.6904543153162801,Mathematics & theoretical physics,0.5899023776903045,0.8597150854953639
22,2019,15256,6523,8733,1182,estimated,-0.004380903271370862,0.14350536990674934,-0.2856514282885996,0.27688962174585785,-0.27257448323413214,0.2863875485590262,0.5769192453211767,0.5743973460438516,Mathematics & theoretical physics,0.975646122293658,0.9952631405127114
22,2020,14626,6240,8386,1235,estimated,-0.06714761037806083,0.1340792180696282,-0.3299428777945321,0.19564765703841042,-0.323269114389106,0.1938392440435447,0.5959122759197768,0.5572120445065065,Mathematics & theoretical physics,0.6165080116733999,0.8597150854953639
23,2015,17782,6234,11548,1821,estimated,0.05586169660554685,0.12557621042072983,-0.19026767581908363,0.30199106903017736,-0.20449586975124107,0.3024648394966417,1.2235471789304928,1.2938417073045871,Ecology & taxonomy,0.6564332261516146,0.8787510726745839
23,2016,17165,6336,10829,1878,estimated,0.18803334655445397,0.16150058689593477,-0.12850780376157817,0.5045744968704862,-0.14675614777933993,0.5334836798120316,1.2063425173508766,1.4559031294737697,Ecology & taxonomy,0.24430693858460517,0.6634361074639235
23,2017,16900,6465,10435,1956,estimated,-0.018400448640490175,0.08052841649202697,-0.17623614496486303,0.13943524768388268,-0.1872403820518057,0.12904362718563386,1.3485949599662292,1.3240071150919195,Ecology & taxonomy,0.8192603991408698,0.9505531091190015
23,2018,17771,6768,11003,2040,estimated,-0.1980501908769451,0.24158492892986624,-0.6715566515794829,0.27545626982559274,-0.6701963028006327,0.3223827203423326,1.7686294949466541,1.4508574973870312,Ecology & taxonomy,0.41233280709910836,0.7609317263789565
23,2019,19207,6702,12505,2074,estimated,0.17739666267791604,0.11649287151755094,-0.0509293654964838,0.4057226908523159,-0.05623954415046729,0.4058306477736657,1.1908409035880354,1.4219886674691324,Ecology & taxonomy,0.12780591870804867,0.43092550698572823
23,2020,18464,7264,11200,2208,estimated,-0.0335668911340542,0.13951589711136564,-0.30701804947233086,0.23988426720422246,-0.2846941086215745,0.23106888623836375,1.4178908639529595,1.3710866069703398,Ecology & taxonomy,0.8098686709514558,0.9505531091190015
24,2015,21998,10465,11533,2285,estimated,-0.4610890183761768,0.19432387822663075,-0.841963819700373,-0.08021421705198051,-0.8379456623034571,-0.10978198870534639,1.4586325294789753,0.9198086265409692,"Astronomy, optics & imaging",0.017654479315609598,0.15238603198736705
24,2016,20674,10329,10345,2407,estimated,-0.07072842124802303,0.13096446279489352,-0.3274187683260143,0.18596192582996823,-0.3386011116908718,0.18716133394349807,1.3704171808604673,1.2768380953025038,"Astronomy, optics & imaging",0.5891569530787822,0.8597150854953639
24,2017,21117,10621,10496,2483,estimated,-0.13930042480113902,0.1499890897453194,-0.43327904070196505,0.154678191099687,-0.42485948753629044,0.159293331267884,1.3163549859779518,1.1451849105652159,"Astronomy, optics & imaging",0.3530253746571378,0.7238516610665888
24,2018,21166,10313,10853,2621,estimated,-0.07803533368918814,0.18282704056268073,-0.4363763331920424,0.2803056658136661,-0.4130045812201717,0.26772272116999046,1.1921904696414216,1.1026948111184764,"Astronomy, optics & imaging",0.6695060704400999,0.8787510726745839
24,2019,21550,10285,11265,2810,estimated,-0.03120559509051235,0.13962678038932222,-0.3048740846535839,0.2424628944725592,-0.29920839452545794,0.24800594432509213,1.2739819747498284,1.2348405018146424,"Astronomy, optics & imaging",0.8231519026701635,0.9505531091190015
24,2020,22487,10132,12355,2966,estimated,-0.059611876054328494,0.1286669364678985,-0.31179907153140957,0.19257531942275258,-0.31699522104603745,0.2017661537534574,1.2573285774371563,1.1845671309508565,"Astronomy, optics & imaging",0.643146647697562,0.8787510726745839
25,2015,12395,4737,7658,1639,not_estimable,,,,,,,,,Orthopaedics & sports medicine,,
25,2016,12690,4648,8042,1688,not_estimable,,,,,,,,,Orthopaedics & sports medicine,,
25,2017,13448,4602,8846,1815,not_estimable,,,,,,,,,Orthopaedics & sports medicine,,
25,2018,14611,5317,9294,1876,estimated,-0.24228239216212855,0.0937883310583785,-0.42610752103655036,-0.0584572632877067,-0.4211454238668228,-0.0572441391617651,1.2967730598417484,1.0177522556672474,Orthopaedics & sports medicine,0.009786322261552188,0.12455712203020827
25,2019,16881,5080,11801,1927,estimated,-0.3400550284134059,0.08536783339497661,-0.50737598186756,-0.17273407495925175,-0.5089594282100247,-0.17242788968821743,1.3978192584404687,0.9948715170365131,Orthopaedics & sports medicine,6.793358258692864e-05,0.011141107544256297
25,2020,15795,6147,9648,2038,estimated,-0.10674660502487698,0.11679993872419266,-0.3356744849242946,0.12218127487454061,-0.3312382874722124,0.10506335607379376,1.2952850404972025,1.1641418130417374,Orthopaedics & sports medicine,0.3607552618168317,0.7238516610665888
26,2015,14653,6238,8415,1886,estimated,0.1701717886132541,0.15924533947974345,-0.14194907676704305,0.48229265399355126,-0.14052330595615678,0.4702687220973295,0.8281972015639739,0.9818348144181475,"Climate, land & agriculture",0.28524366746090046,0.6779704559940243
26,2016,16302,6640,9662,1944,estimated,-0.22368162660066904,0.12832160767135517,-0.47519197763652515,0.02782872443518708,-0.45932017955204507,0.04511368661725335,1.0890373437837622,0.8707612138612355,"Climate, land & agriculture",0.08131038864018231,0.3340754404850337
26,2017,17817,7938,9879,2097,estimated,-0.1673666619012404,0.13697976537863293,-0.4358470020433609,0.10111367824088013,-0.41841915727300183,0.09509069428904557,1.1058523636570123,0.9354287913361152,"Climate, land & agriculture",0.22177005682811357,0.6322684124432032
26,2018,19046,8638,10408,2203,estimated,-0.23647391004454166,0.13931925152497063,-0.5095396430334841,0.036591822944400776,-0.5228916505626361,0.01984484579752671,1.0146470573928283,0.8009689595970119,"Climate, land & agriculture",0.08962999622769197,0.3340754404850337
26,2019,18376,7608,10768,2374,estimated,-0.21137920283645006,0.1108883018874085,-0.4287202745357707,0.00596186886287059,-0.42745430432319026,-0.0015642705903667745,1.1328785766334895,0.9170278867671551,"Climate, land & agriculture",0.05661967558607969,0.28323197801281697
26,2020,20966,9184,11782,2512,estimated,-0.0959763112709342,0.1334973408880226,-0.3576310994114585,0.16567847686959009,-0.35319015647515806,0.16475007896800298,1.0072727232395475,0.9150927005569626,"Climate, land & agriculture",0.4721791215313985,0.8151302729594669
27,2015,22687,7387,15300,1931,estimated,-0.16387023671538792,0.21517792042414516,-0.5856189607467124,0.2578784873159366,-0.5780004562089844,0.22911384153464553,1.2526431297915743,1.0633088321683892,Oncology,0.4463244881584709,0.789917540728656
27,2016,23674,6963,16711,1970,estimated,-0.10879061035538984,0.1969087665707262,-0.4947317928340132,0.2771505721232335,-0.4926104177682459,0.2268586223119017,1.3193587601653252,1.1833568885715984,Oncology,0.5806109936197443,0.8597150854953639
27,2017,22373,6765,15608,2122,estimated,0.027631201271086647,0.153937211770528,-0.2740857337991482,0.3293481363413215,-0.27222364131416216,0.31404174247582667,1.1815808115276287,1.214684550635575,Oncology,0.8575478115474615,0.9537169056447415
27,2018,23881,7186,16695,2236,estimated,-0.13679841787671476,0.1590193819625105,-0.44847640652323534,0.17487957076980581,-0.43395803908349556,0.15386377319176306,1.1665136413992059,1.017370226658303,Oncology,0.38964433568643386,0.7430426866578507
27,2019,28584,7842,20742,2322,estimated,-0.04822119345688802,0.1296168841417038,-0.3022702863746275,0.20582789946085145,-0.30870537004027915,0.18553332324205346,1.1041717628113386,1.0521906504432137,Oncology,0.7098715238363151,0.9024482194541044
27,2020,26297,9440,16857,2401,estimated,-0.017725341979057174,0.10749602691453682,-0.22841755473154932,0.19296687077343497,-0.26455008847147227,0.16809472288103056,1.198344315678169,1.1772903980563976,Oncology,0.8690282050061704,0.9537169056447415
28,2015,18572,8571,10001,3223,estimated,-0.3157777687925588,0.15139500433646413,-0.6125119772920284,-0.019043560293089123,-0.6209166215559584,-0.030719539856335357,2.4422824557221174,1.7809648463162688,Education & language,0.0369978994381456,0.2528189794939949
28,2016,18690,8365,10325,3432,estimated,-0.11784808287659998,0.1292616850690095,-0.3712009856118586,0.13550481985865864,-0.39621766094648925,0.12486047692496503,2.243688503641765,1.9942600557227994,Education & language,0.3619258305332944,0.7238516610665888
28,2017,21296,10160,11136,3596,estimated,-0.3264428395134127,0.17269433442405394,-0.6649237349845584,0.012038055957732996,-0.6741117193539888,0.02103818539598924,2.461405342661731,1.77586854578699,Education & language,0.05871882470997425,0.28323197801281697
28,2018,21358,9895,11463,3721,estimated,-0.2634506013268222,0.10583888850022534,-0.47089482278726386,-0.05600637986638052,-0.44846322782427656,-0.06277990067636889,2.415910587570207,1.8563750152889267,Education & language,0.012804303388930665,0.12479990180481255
28,2019,22633,10135,12498,3992,estimated,-0.33819796616518455,0.10212813606435285,-0.5383691128513162,-0.13802681947905296,-0.5402970370842315,-0.14093831569695423,2.357316762807673,1.6808944141570084,Education & language,0.0009279514993236937,0.05072801529636192
28,2020,27770,12815,14955,4399,estimated,-0.12114685318526164,0.07804633333372027,-0.2741176665193534,0.0318239601488301,-0.27520579181477567,0.026879390222014302,1.8140439358451916,1.607068510892847,Education & language,0.12060415644589734,0.43092550698572823
29,2015,15770,7279,8491,1059,estimated,-0.1744647808082589,0.08818635116371444,-0.3473100290891392,-0.001619532527378592,-0.3648409693503656,-0.0020405680631753707,1.2514350860914485,1.0510883812099086,Electronic & magnetic materials,0.047887557715265344,0.2804842666179827
29,2016,14073,6915,7158,1065,estimated,-0.2524643817802832,0.18356113955993703,-0.6122442153177597,0.10731545175719337,-0.6285688981304189,0.11421682785190819,1.3077870057902765,1.015998647937304,Electronic & magnetic materials,0.16901693823065134,0.522995808864657
29,2017,13984,6770,7214,1095,estimated,0.12452179568501576,0.12871220548213444,-0.12775412705996775,0.37679771842999926,-0.11671311764878646,0.3443648286115172,1.1136103253129106,1.2612825224652773,Electronic & magnetic materials,0.3333223376308134,0.7237907400429985
29,2018,15525,6967,8558,1137,estimated,0.29016392336478725,0.45463293747014827,-0.6009166340767034,1.1812444808062779,-0.6329037939732027,1.1541525110797481,0.9340476993511831,1.2484916607206955,Electronic & magnetic materials,0.5233188980277989,0.8597150854953639
29,2019,15995,7115,8880,1165,estimated,0.005183251278279899,0.286898599033048,-0.5571380028264942,0.567504505383054,-0.5435817018042363,0.5860673655204389,1.2606901810317335,1.2672416192316702,Electronic & magnetic materials,0.9855858090024502,0.9952631405127114
29,2020,16071,6646,9425,1222,estimated,0.054705315340420224,0.12845052327162632,-0.19705771027196733,0.3064683409528078,-0.19188679880988627,0.30137880434711084,1.2010046114067845,1.2685362770981934,Electronic & magnetic materials,0.6701907138009044,0.8787510726745839
30,2015,25953,6380,19573,1953,estimated,-0.008317194430597585,0.11159668096884183,-0.22704668912952758,0.2104123002683324,-0.22317006275798504,0.22624741202289056,2.463788186318319,2.4433813623362166,Drug discovery & pharmaceutics,0.9405894282014051,0.9836926941287611
30,2016,25820,6247,19573,1975,estimated,0.059568301781279934,0.10774304965929976,-0.15160807555094757,0.27074467911350747,-0.13873852184361807,0.27254846241002534,2.2261355750637035,2.362771886554014,Drug discovery & pharmaceutics,0.5803498768352247,0.8597150854953639
30,2017,27606,5841,21765,1984,estimated,-0.26798864127709143,0.1560579203612007,-0.5738621651850448,0.03788488263086193,-0.5464630316586192,0.02972813621844174,2.9371988614419156,2.2467117833950616,Drug discovery & pharmaceutics,0.08593563626950454,0.3340754404850337
30,2018,28941,6201,22740,2216,estimated,-0.15686320783424468,0.14395723148625553,-0.4390193815473055,0.12529296587881616,-0.4411449636359137,0.16329180776039606,2.3995050318401634,2.0511472515523117,Drug discovery & pharmaceutics,0.27586670450770046,0.6752558140188488
30,2019,29169,5919,23250,2199,estimated,-0.18484662464366597,0.08816134581128038,-0.3576428624337755,-0.012050386853556444,-0.36084666354841366,-0.01501511355247895,2.768768155935864,2.3014880398711424,Drug discovery & pharmaceutics,0.03602141566022961,0.2528189794939949
30,2020,29803,7447,22356,2363,estimated,0.07149550436522811,0.1636807619593957,-0.24931878907518745,0.3923097978056437,-0.25612805631944496,0.3651062432194224,2.004386189278284,2.1529379080745668,Drug discovery & pharmaceutics,0.6622575176809004,0.8787510726745839
31,2015,28244,10609,17635,2738,estimated,-0.023861293241364656,0.15559394053079303,-0.328825416681719,0.2811028301989897,-0.33911692015915695,0.2766306437454342,1.3208731850596358,1.28972849662909,Chronic & infectious disease,0.8781173948314389,0.9537169056447415
31,2016,27390,10875,16515,2884,estimated,0.08998926414722086,0.07722500406705304,-0.0613717438242031,0.24135027211864482,-0.04759957154342449,0.2406180116653861,1.2929664902963416,1.41471549511603,Chronic & infectious disease,0.24390299233393486,0.6634361074639235
31,2017,26646,10179,16467,2967,estimated,-0.14108849706681492,0.11197441342015321,-0.3605583473703152,0.07838135323668538,-0.36708676175516397,0.08854606980179791,1.4926679965338119,1.296251481372735,Chronic & infectious disease,0.20766699061114535,0.617964367048588
31,2018,28137,10281,17856,3106,estimated,-0.030322440712744925,0.1093947155424889,-0.24473608317602316,0.1840912017505333,-0.23351385648867898,0.19468565872558818,1.481857151961579,1.437598039601359,Chronic & infectious disease,0.7816389939302776,0.9505531091190015
31,2019,31996,10749,21247,3212,estimated,-0.10153983822842194,0.19311830800519175,-0.4800517219185978,0.2769720454617539,-0.46703064678422584,0.3076831384743173,1.5406482524722651,1.3918912485091377,Chronic & infectious disease,0.5990335365770078,0.8597150854953639
31,2020,36937,15645,21292,3721,estimated,-0.2042139424281637,0.1344360813771261,-0.46770866192733085,0.05928077707100343,-0.47539580577718543,0.02672145882957284,2.125436289357013,1.7328425481241088,Chronic & infectious disease,0.12875213318476028,0.43092550698572823
