test,modifier,level,order,status,estimate,se,ci_low,ci_high,bootstrap_ci_low,bootstrap_ci_high,far_near_broad,far_near_specialized,n,n_broad,n_specialized,journals,ratio_change_percent,ratio_ci_low_percent,ratio_ci_high_percent,year_heterogeneity_p,linear_trend_p
publication_year,publication_year,2015,1,estimated,-0.0344669592793046,0.061641763429883,-0.1552848156018755,0.0863508970432661,-0.153239945902521,0.0860902776561734,1.3384966209321063,1.293148704051576,596758,243259,353499,11635,-3.3879739531169824,-14.382870818774595,9.018880522454918,0.6475732248022338,0.3173652025191262
publication_year,publication_year,2016,2,estimated,-0.0328781728526547,0.045959547903996,-0.1229588867444869,0.0572025410391775,-0.1191716418134749,0.0486380835656618,1.3344500415313354,1.2912891755212306,597086,242394,354692,12235,-3.234356076798216,-11.569998173393376,5.887025335948618,0.6475732248022338,0.3173652025191262
publication_year,publication_year,2017,3,estimated,-0.1189680382566542,0.042769680238612,-0.2027966115243339,-0.0351394649889745,-0.195894952863653,-0.0403115359099138,1.430931799074527,1.2704330181818613,608397,246436,361961,12877,-11.216382289950538,-18.355572010256363,-3.4529242500856205,0.6475732248022338,0.3173652025191262
publication_year,publication_year,2018,4,estimated,-0.0847388917501348,0.0352196743015082,-0.153769453381091,-0.0157083301191786,-0.1533021721669684,-0.0097304158272268,1.3676921344006296,1.2565700847106924,641286,257657,383629,13408,-8.124785314981356,-14.253031503811087,-1.5585597781986387,0.6475732248022338,0.3173652025191262
publication_year,publication_year,2019,5,estimated,-0.0789320487037562,0.03534798190067,-0.1482140932290694,-0.009650004178443,-0.1484242187967935,-0.0159603649811484,1.397127781791165,1.2910895781561853,673319,255667,417652,14093,-7.589728371089668,-13.775350595645508,-0.9603592299707016,0.6475732248022338,0.3173652025191262
publication_year,publication_year,2020,6,estimated,-0.1001048292392028,0.0472923448833542,-0.1927978252105771,-0.0074118332678285,-0.195498458959498,-0.0069130012406631,1.5519279726571464,1.404095301799428,710645,290430,420215,14606,-9.525743041064326,-17.535131954004743,-0.7384433367921033,0.6475732248022338,0.3173652025191262
