candidate,num_leaves,support,support_n,max_weighted_abs_smd,ess_broad,ess_specialized,weight_p50,weight_p95,weight_p99,weight_max,best_iterations
downstream_deterministic,63,0.5024495704850124,3827491,0.19369415129081247,670755.6472982387,1021386.2786463025,1.3235019266538355,7.688310986057925,15.425405215133859,19.999995231629555,"[3000, 3000, 3000, 3000, 3000]"
