candidate,num_leaves,support,support_n,max_weighted_abs_smd,ess_broad,ess_specialized,weight_p50,weight_p95,weight_p99,weight_max,best_iterations
news_leaves_63,63,0.45225162865225454,1203485,0.2437213618680294,204988.28813739482,318509.21124600846,1.3507129212057507,8.623981463734472,16.18505610385709,19.999889433995186,"[3000, 2999, 2999, 3000, 3000]"
news_leaves_255,255,0.27915189831558124,742850,0.3923874460713372,130567.36911861133,184703.0773612281,1.481151144289122,11.926895389961873,17.957624533457782,19.99996393925493,"[2999, 3000, 2998, 2997, 3000]"
