candidate,stage,covariate,mean_broad,mean_specialized,smd
downstream_deterministic,raw,pc01,0.004832668034805832,0.010676714094129961,0.05465411378012317
downstream_deterministic,raw,pc02,0.004889990202161452,0.01955840018203096,0.13486019667284485
downstream_deterministic,raw,pc03,-0.006506104521820946,-0.0029918136431639226,0.04110250989442373
downstream_deterministic,raw,pc04,-0.0020009442520051665,0.000840064960614721,0.037787486631874756
downstream_deterministic,raw,pc05,-0.0047502389965455106,0.0008194268408321196,0.07822877308652401
downstream_deterministic,raw,pc06,0.0018626569423308037,0.0008677249910617562,-0.014578671070559645
downstream_deterministic,raw,pc07,0.00482710786910348,-0.003244287105325708,-0.12223856445864502
downstream_deterministic,raw,pc08,-0.00137394743123173,-0.00210318786873182,-0.011922695951466692
downstream_deterministic,raw,pc09,-0.0030682099323352777,0.0010521042288872424,0.06884007521806303
downstream_deterministic,raw,pc10,0.0034719963483755834,0.0002291047523668358,-0.0563273287316704
downstream_deterministic,raw,pc11,0.0020269994706420464,-0.0010457554918963695,-0.05645533721203799
downstream_deterministic,raw,pc12,-0.0021509197966419857,0.0016214785145766259,0.06999100062512609
downstream_deterministic,raw,pc13,0.00021007960862283483,-0.0002000549664766325,-0.007783617783470179
downstream_deterministic,raw,pc14,-0.0018180479994780322,0.0011571465234054281,0.05912041743014383
downstream_deterministic,raw,pc15,0.001517636182744388,-0.004492741445575532,-0.11967415818417403
downstream_deterministic,raw,pc16,-0.000719998170125903,0.0030244450621413677,0.0752615834408209
downstream_deterministic,raw,pc17,0.0025198797152849116,0.000844593143863033,-0.03424604412255614
downstream_deterministic,raw,pc18,-0.0010202308653211648,0.0007030287999627069,0.035533694677441156
downstream_deterministic,raw,pc19,0.0008955031312713462,-8.743135170423809e-05,-0.020872825255400733
downstream_deterministic,raw,pc20,0.0006719514889443287,-0.0017480525605438934,-0.0529910031117289
downstream_deterministic,raw,pc21,-0.0020660501336423713,0.00038139102771077293,0.054844046982257616
downstream_deterministic,raw,pc22,0.0010526482834954903,-0.0013606792136010959,-0.054180092520149846
downstream_deterministic,raw,pc23,4.065568201978043e-05,-0.0014805997499854815,-0.0343389836062273
downstream_deterministic,raw,pc24,-0.0021890541980461716,0.00102518656468537,0.0750238235905966
downstream_deterministic,raw,pc25,0.0010621563310628077,0.0004756253103700747,-0.013669925440242231
downstream_deterministic,raw,pc26,-0.0009456782208905237,-0.0014740091757584504,-0.012356933874036118
downstream_deterministic,raw,pc27,-0.0026765905615268315,0.0007947680480115574,0.08468551670300228
downstream_deterministic,raw,pc28,-0.0011105291528940887,0.0015380729094106808,0.06530620598599628
downstream_deterministic,raw,pc29,-0.00023313240430133822,-0.001085619496740168,-0.021209581483012944
downstream_deterministic,raw,pc30,-0.00026093612460364335,-2.5188141221810352e-05,0.00597990710948263
downstream_deterministic,raw,pc31,0.0017200753939019498,-0.0010954761634675127,-0.07268481833324925
downstream_deterministic,raw,pc32,-0.0014107371489688887,6.309459838126362e-06,0.03614605223338217
downstream_deterministic,raw,qpc01,-0.007125812776863153,-0.004016505724372677,0.019874271595020476
downstream_deterministic,raw,qpc02,-0.012171880905880878,-0.03544376279303616,-0.15039218890275646
downstream_deterministic,raw,qpc03,0.008927059469265227,0.007158221373478899,-0.014729066597157791
downstream_deterministic,raw,qpc04,-0.014404994846221125,-0.0022656750055243657,0.11380875027917375
downstream_deterministic,raw,qpc05,0.0015426531891620551,-0.007276380071367209,-0.08360581016988602
downstream_deterministic,raw,qpc06,-0.002585537412275493,-0.004487670808959689,-0.01868825736474416
downstream_deterministic,raw,qpc07,-0.008650496652043285,0.006541982874385464,0.15199775563551243
downstream_deterministic,raw,qpc08,-0.0026379293637894415,0.0021538710198882984,0.05231043224664197
downstream_deterministic,raw,qpc09,0.003978058475230269,0.0009621843785906573,-0.0343873197450527
downstream_deterministic,raw,qpc10,-0.002713187503332752,0.004104396242959102,0.07955312573387145
downstream_deterministic,raw,qpc11,0.0006311875981731663,-0.002494266933350629,-0.03870198483962296
downstream_deterministic,raw,qpc12,0.0032895485459287052,0.0013180676694178415,-0.02381985033819194
downstream_deterministic,raw,qpc13,-9.939188954553606e-06,-0.0048166391615726,-0.06110782255916983
downstream_deterministic,raw,qpc14,0.00218320560191504,-0.007557598091613292,-0.12415956092252815
downstream_deterministic,raw,qpc15,-0.005534777376324814,-0.0035009466205105674,0.02746716800674536
downstream_deterministic,raw,qpc16,0.0008705375433885775,0.0006606307857845555,-0.002878279311669285
downstream_deterministic,raw,qpc17,0.001516006861604926,0.0012311794532880625,-0.003934031533925782
downstream_deterministic,raw,qpc18,-0.0005487640809553955,-0.0013442413594822284,-0.011430075398987528
downstream_deterministic,raw,qpc19,0.003980351936057943,0.0006001423955361226,-0.04993040593265467
downstream_deterministic,raw,qpc20,-0.0014880807842979071,0.004256521905497435,0.08442489584399565
downstream_deterministic,raw,qpc21,-0.0008667996407380296,-0.0028869804487291467,-0.02977187262355423
downstream_deterministic,raw,qpc22,-0.0017072806176686487,0.004527593033034164,0.09491541826819683
downstream_deterministic,raw,qpc23,-0.001970856710709914,-0.00032389745960099416,0.026196573258206474
downstream_deterministic,raw,qpc24,0.0012387093120326056,-0.0029910978711203415,-0.0657833414774465
downstream_deterministic,raw,qpc25,0.0030325421673352585,-0.001572632800070566,-0.0722755296397529
downstream_deterministic,raw,qpc26,-0.0049255542461052555,-0.0027008355134604776,0.03565672505553432
downstream_deterministic,raw,qpc27,-0.0005867390949212621,0.00011539385702756174,0.01153731574976245
downstream_deterministic,raw,qpc28,-0.0033260220822435007,-3.310917919979665e-05,0.054127338116791476
downstream_deterministic,raw,qpc29,0.0015788930334633717,-0.0012910425614766248,-0.0475045477368383
downstream_deterministic,raw,qpc30,-0.0033721054728126742,-0.00036636006510541854,0.050752864587156186
downstream_deterministic,raw,qpc31,-0.0018629745165768404,0.00033190744512063663,0.038009944714059836
downstream_deterministic,raw,qpc32,0.0027618584105301817,0.0007343986830993899,-0.03603684096382662
downstream_deterministic,raw,reference_fields,2.8257452096340576,2.8208084313123134,-0.0019190379498963224
downstream_deterministic,raw,reference_entropy,0.5476364654814612,0.5220331772864684,-0.04809663024704966
downstream_deterministic,raw,authors_count,4.655537707955826,4.658591546345686,0.00014596893709804124
downstream_deterministic,raw,countries_count,1.0279338448005428,1.0822229242885468,0.05704856903879255
downstream_deterministic,raw,institutions_count,1.8546290213257475,2.069396783450163,0.07131681331718542
downstream_deterministic,raw,international,0.1697289371374548,0.19779302929594772,0.0725105016868366
downstream_deterministic,raw,prior_oa_share,0.5519367018561945,0.41884563497213667,-0.33437981050251797
downstream_deterministic,raw,prior_english_share,0.9856610816062746,0.9882426016277367,0.04134472592371402
downstream_deterministic,raw,lead_prior_venue_specialization,0.8556942891092661,0.8627098106497769,0.6416902288196179
downstream_deterministic,raw,lead_prior_venue_specialization__missing,0.18377529474041293,0.18020044963275336,-0.009265327921958092
downstream_deterministic,raw,lead_prior_embedding_breadth,0.12684793914610176,0.1228641579629781,-0.16123889170131597
downstream_deterministic,raw,lead_prior_embedding_breadth__missing,0.2194280274741624,0.20658233725249253,-0.03137833300322621
downstream_deterministic,raw,lead_prior_venue_contributors,1.3179875807618358,1.374993890859329,0.07424117708194694
downstream_deterministic,raw,lead_prior_breadth_contributors,1.2020623201720488,1.269258193230374,0.08638985489274928
downstream_deterministic,raw,lead_prior_venue_missing,0.18377529474041293,0.18020044963275336,-0.009265327921958092
downstream_deterministic,raw,lead_prior_breadth_missing,0.2194280274741624,0.20658233725249253,-0.03137833300322621
downstream_deterministic,raw,log1p_reference_count,2.3238505467456685,2.3841571122770278,0.03747826204812085
